companyname,variationname,variationuuid,homeloantype,rate,comparisonrate,fixmonth,revertrate,introductoryrate,hasinvestmentpurpose,hasowneroccupiedpurpose,hasprincipalandinterest,hasinterestonly,hasweeklyrepayments,hasfortnightlyrepayments,hasmonthlyrepayments,minloanterm,maxlvr,maxloanterm,mintotalloanamount,maxtotalloanamount,extrarepaymentsallowed,hasoffsetaccount,hasredrawfacility,applicationfee,legalfee,valuationfee,settlementfee,dischargefee,IF Code,IF Product
St.George Bank,Advantage Package Fixed Rate Investment Loan (Principal and Interest) 5 Years,3631b903-7dd0-41b8-8366-aed692055057,MATCH,MATCH,5.5 vs 5.50,MATCH,5.28 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 249999,MATCH,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,219485,St.George - Fixed Rate Home Loan for Residential Investment P&I (Advantage Package) 5 Year Principal & Interest
St.George Bank,Advantage Package Fixed Rate Investment Loan (Principal and Interest) 1 Year,3db641b3-b8b4-48cb-bbb4-24a45013fc39,MATCH,MATCH,MATCH,MATCH,5.28 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 249999,MATCH,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,219481,St.George - Fixed Rate Home Loan for Residential Investment P&I (Advantage Package) 1 Year Principal & Interest
St.George Bank,Advantage Package Portfolio Loan ($150k-$250k),9bc0a182-f1f6-43db-ae6a-ee238b2d42b4,MATCH,MATCH,6.32 vs , vs 0,5.94 vs 0,MATCH,MATCH,MATCH,True vs False,MATCH,False vs True,False vs True,MATCH,MATCH,90 vs 80,MATCH,MATCH,249999 vs 249000,False vs TRUE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,73710,St.George - Portfolio - Home Equity Loan (Advantage Package 150K to 249K) Interest Only Investment
St.George Bank,Advantage Package Portfolio Loan ($100k-$150k),5cbe1bc8-fa15-439a-b222-def728167394,MATCH,MATCH,6.57 vs , vs 0,6.19 vs 0,MATCH,MATCH,MATCH,True vs False,MATCH,False vs True,False vs True,MATCH,MATCH,90 vs 80,MATCH,MATCH,149999 vs 150000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,73800,St.George - Portfolio - Home Equity Loan (Advantage Package 100K to 149K) Interest Only Investment
St.George Bank,Advantage Package Variable Home Loan (Principal and Interest) ($100k-$150k),97fe0579-3729-48e6-88d7-b23f21c8b77f,MATCH,MATCH,MATCH, vs 0,4.97 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH,MATCH,MATCH,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,219190,St.George - Standard Variable Rate Home Loan (Advantage Package) for Owner Occupier Principal & Interest
St.George Bank,Advantage Package Variable Home Loan (Principal and Interest) ($250k-$500k),4281595e-90d0-46ff-96d7-1a80e246a209,MATCH,4.52 vs 5.11,4.92 vs 5.5, vs 0,4.52 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH,MATCH,MATCH,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,219210,St.George - Standard Variable Rate Home Loan (Advantage Package) for Owner Occupier Principal & Interest
St.George Bank,Advantage Package Variable Investment Loan (Principal and Interest) ($150k-$250k),b9f43d19-76d7-4bee-a18f-f0ac97730d13,MATCH,MATCH,MATCH, vs 0,5.28 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH,MATCH,MATCH,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,399970,St.George - Standard Variable Rate Home Loan (Advantage Package) for Residential Investment Principal & Interest
St.George Bank,Advantage Package Variable Investment Loan (Principal and Interest) ($250k-$500k),88198c5b-1e41-4de2-85f6-cdb0e50764f5,MATCH,MATCH,MATCH, vs 0,5.08 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH,MATCH,MATCH,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,399980,St.George - Standard Variable Rate Home Loan (Advantage Package) for Residential Investment Principal & Interest
St.George Bank,Basic Home Loan (Principal and Interest),8b0fc4da-6bf0-4d37-a396-be41d338a5af,MATCH,MATCH,MATCH, vs 0,4.64 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH, vs 2000000,MATCH,MATCH,MATCH,500 vs 0,MATCH,MATCH,MATCH,MATCH,222970,St.George - Basic Home Loan for Owner Occupier Principal & Interest
St.George Bank,Basic Investment Loan (Principal and Interest),75ae39ca-4b8c-4620-95a6-2c121e3426df,MATCH,5.20 vs 5.2,MATCH, vs 0,5.2 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 2000000,MATCH,MATCH,MATCH,500 vs 0,MATCH,MATCH,MATCH,MATCH,399930,St.George - Basic Home Loan for Residential Investment Principal & Interest
St.George Bank,Portfolio Loan,85ccb659-75ec-4130-867e-ae4987d64f3f,MATCH,MATCH,6.69 vs , vs 0,6.44 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,1 vs 0,90 vs 80,30 vs 40,MATCH, vs 20000000,False vs TRUE,MATCH,False vs TRUE,MATCH,MATCH,MATCH,MATCH,MATCH,289980,St.George - Portfolio Loan Interest Only Investment
St.George Bank,Standard Variable Home Loan (Principal and Interest),68210b84-18f8-4dbe-a1db-03b06b1b2420,MATCH,MATCH,MATCH, vs 0,5.22 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH, vs 10000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,219160,St.George - Standard Variable Rate Home Loan for Owner Occupier Principal & Interest
St.George Bank,Advantage Package Fixed Rate Home Loan (Interest Only) 3 Years,b87ba8a8-95b2-40c5-b150-02f15ead4916,MATCH,MATCH,MATCH,MATCH,5.56 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,MATCH, vs 2000000,MATCH,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,490353,St.George - Fixed Rate Home Loan for Owner Occupier I/O(Advantage Package)  3 Year Interest Only
St.George Bank,Advantage Package Fixed Rate Home Loan (Interest Only) 1 Year,a15bd5cc-8c26-4143-97da-5aca139a1ac8,MATCH,MATCH,MATCH,MATCH,5.56 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,MATCH, vs 2000000,MATCH,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,490351,St.George - Fixed Rate Home Loan for Owner Occupier I/O(Advantage Package)  1 Year Interest Only
St.George Bank,Advantage Package Fixed Rate Home Loan (Interest Only) 2 Years,72e5ce40-0448-4e14-9162-d3420ed9142c,MATCH,MATCH,MATCH,MATCH,5.56 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,MATCH, vs 2000000,MATCH,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,490352,St.George - Fixed Rate Home Loan for Owner Occupier I/O(Advantage Package)  2 Year Interest Only
St.George Bank,Advantage Package Fixed Rate Investment Loan (Interest Only) 5 Years,25b96f7b-feb0-433e-ac59-97cea308f01b,MATCH,MATCH,MATCH,MATCH,6.07 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,MATCH, vs 2000000,MATCH,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,219495,St.George - Fixed Rate Home Loan for Residential Investment I/O (Advantage Package) 5 Year Interest Only
St.George Bank,Advantage Package Fixed Rate Investment Loan (Interest Only) 3 Years,7aa148ec-597f-4aea-8f91-5c251b8b6532,MATCH,MATCH,MATCH,MATCH,6.07 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,MATCH, vs 2000000,MATCH,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,219493,St.George - Fixed Rate Home Loan for Residential Investment I/O (Advantage Package) 3 Year Interest Only
State Custodians,Line of Credit Investment Loan (LVR < 80%),b0e0e464-e2f1-4f52-a2b3-11be8ad26def,MATCH,4.04 vs 4.09,4.07 vs 4.12, vs 0,4.04 vs 0,MATCH,MATCH,MATCH,False vs True,True vs False,False vs True,False vs True,MATCH,MATCH,MATCH,MATCH,MATCH,2000000 vs 1500000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,512970,State Custodians Mortgage Company - Low Rate LOC – Investment <80 P&I Principal & Interest
Suncorp Bank,Personal Purpose Back to Basics Special (Principal and Interest) (LVR < 90%),20538822-a153-4d86-81ee-2da6af6ec48f,MATCH,MATCH,MATCH, vs 0,3.68 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 3250000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,451510,Suncorp Bank - Special Offer Back to Basics Owner Occupied >150K 90 LVR Principal and Interest
Suncorp Bank,Personal Purpose Standard Variable (Principal and Interest),3ae360f6-7150-4814-b9ac-4be26fe472dd,MATCH,5.60 vs 5.6,MATCH, vs 0,5.6 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH, vs 3250000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,21390,Suncorp Bank - Standard Variable Standalone Owner Occupied Principal and Interest
Suncorp Bank,Investment Purpose Standard Variable (Principal and Interest),f94bd283-4107-427c-9f47-a0134217e4f6,MATCH,MATCH,MATCH, vs 0,6.07 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 3250000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,373070,Suncorp Bank - Standard Variable Standalone Investment Principal and Interest
Suncorp Bank,Home Package Plus Personal Variable Special (Principal and Interest) ($150k+),e733296e-523c-4c1b-a62c-11479290aea2,MATCH,MATCH,MATCH, vs 0,3.79 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 3250000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,491660,Suncorp Bank - Special Offer Home Package Plus Owner Occupied Standard Variable >150K 90 LVR Principal and Interest
Suncorp Bank,"Home Package Plus Personal Variable (Principal and Interest) ($150k+, LVR 90%-95%)",1dbbcece-d146-4c2f-8eb5-0ac181070bef,MATCH,MATCH,MATCH, vs 0,4.85 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 0,MATCH,MATCH, vs 3250000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,350600,Suncorp Bank - Home Package Plus Owner Occupied Standard Variable Loan >90 <95 LVR Principal & Interest
Suncorp Bank,"Home Package Plus Personal Variable (Principal and Interest) ($150k+, LVR 80%-90%)",a131cfdd-c49e-42f1-abc4-8be35c4e6abb,MATCH,MATCH,MATCH, vs 0,4.45 vs 0,MATCH,MATCH,MATCH,True vs False,False vs True,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 3250000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,350590,Suncorp Bank - Home Package Plus Owner Occupied Standard Variable Loan >80 <90 LVR Principal and Interest Interest Only
Suncorp Bank,Home Package Plus Personal Fixed (Principal and Interest) 2 Years,d38143e0-1f2d-42be-8120-aa1bde809688,MATCH,3.89 vs 3.79,4.69 vs 4.71,MATCH,4.45 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 3250000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,472302,Suncorp Bank - Home Package Plus Owner Occupied Fixed Rate <90 LVR Principal and Interest 2 Year
Suncorp Bank,Home Package Plus Personal Fixed (Principal and Interest) 1 Year,c7f314d0-5891-44d8-9e55-d7905ffa3c15,MATCH,MATCH,4.73 vs 4.78,MATCH,4.45 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 3250000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,472301,Suncorp Bank - Home Package Plus Owner Occupied Fixed Rate <90 LVR Principal and Interest 1 Year
Suncorp Bank,"Home Package Plus Investment Variable (Principal and Interest) ($150k+, LVR 80%-90%)",208e8807-a582-4027-8a52-e7d23259433d,MATCH,MATCH,MATCH, vs 0,5.32 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 3250000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,404430,Suncorp Bank - Home Package Plus Investment Standard Variable Loan >80 <90 LVR Principal and Interest
Suncorp Bank,Home Package Plus Investment Fixed (Principal and Interest) 1 Year ,bd1e0b07-85d9-4837-9eb4-48503444385e,MATCH,MATCH,5.52 vs 5.59,MATCH,5.32 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 3250000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,472291,Suncorp Bank - Home Package Plus Investment Fixed Rate > 150K <90 LVR Principal and Interest 1 Year
Suncorp Bank,Home Package Plus Investment Fixed (Principal and Interest) 2 Years ,48edabd2-d18f-48eb-b223-00c7da66bc23,MATCH,4.29 vs 3.99,5.43 vs 5.44,MATCH,5.32 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 3250000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,472292,Suncorp Bank - Home Package Plus Investment Fixed Rate > 150K <90 LVR Principal and Interest 2 Year
Suncorp Bank,"Home Package Plus Access Equity Line of Credit ($150k+, LVR < 80%)",769eae82-a268-4c1a-996c-938b1bbc2125,MATCH,MATCH,5.49 vs , vs 0,5.12 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,8 vs 0,MATCH,30 vs 0,MATCH, vs 3250000,False vs TRUE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,350700,Suncorp Bank - Home Package Plus Access Equity <80 LVR - Interest only Interest Only Investment
Suncorp Bank,"Home Package Plus Access Equity Line of Credit Special ($150k+, LVR < 90%)",7892d878-7f8d-4fb9-bdaa-d71edfee2eb3,MATCH,MATCH,4.85 vs , vs 0,4.47 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,8 vs 0,90 vs 80,30 vs 0,MATCH, vs 3250000,False vs TRUE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,506880,Suncorp Bank - Special Offer Home Package Plus Access Equity 150K <90 Interest Only Investment
Suncorp Bank,Fixed Investment Loan (Principal and Interest) 1 Year,f5e6d44f-3aec-48a0-9f18-2d85b6400b0d,MATCH,MATCH,6 vs 6.07,MATCH,6.07 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 3250000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,472281,Suncorp Bank - Fixed Rate Investment Loan Principal and Interest 1 Year
Suncorp Bank,Fixed Investment Loan (Principal and Interest) 3 Years,193cd772-a595-4622-80f2-5c73a8f35c25,MATCH,4.44 vs 4.24,MATCH,MATCH,6.07 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 3250000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,472283,Suncorp Bank - Fixed Rate Investment Loan Principal and Interest 3 Year
Suncorp Bank,Fixed Home Loan (Principal and Interest) 1 Year,38ab8d2a-4fe8-421b-b5c3-c407b79e1a3c,MATCH,MATCH,5.59 vs 5.63,MATCH,5.6 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH, vs 3250000,MATCH,MATCH,MATCH,600 vs 990,MATCH,MATCH,MATCH,MATCH,54931,Suncorp Bank - Fixed Rate Owner Occupied Loan Principal and Interest 1 Year
Suncorp Bank,Fixed Home Loan (Principal and Interest) 3 Years,24f6b1da-7961-4b30-ba9f-1a26b47994a2,MATCH,4.14 vs 3.94,5.35 vs 5.33,MATCH,5.6 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH, vs 3250000,MATCH,MATCH,MATCH,600 vs 990,MATCH,MATCH,MATCH,MATCH,54933,Suncorp Bank - Fixed Rate Owner Occupied Loan Principal and Interest 3 Year
Suncorp Bank,Access Equity Line of Credit,a138739f-c823-4d93-b027-2dd76c515f72,MATCH,MATCH,6.43 vs , vs 0,6.27 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,False vs True,False vs True,MATCH,8 vs 0,90 vs 80,30 vs 0,MATCH, vs 3250000,False vs TRUE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,19730,Suncorp Bank - Access Equity Standalone - Interest Only  Investment
Teachers Mutual Bank,Interest Only Investment Loan,34b77ad7-73ad-439e-a7f2-de4162a38741,MATCH,MATCH,MATCH, vs 0,5.66 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,70 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0 vs 250,MATCH,75 vs 0,498280,Teachers Mutual Bank - Interest Only Variable Loan (Investors)
Teachers Mutual Bank,Fixed Investment Loan (Principal and Interest) 1 Year,e4cd6324-e29d-42da-bf95-3d3a459e3080,MATCH,4.34 vs 4.14,5.31 vs 5.11,MATCH,5.36 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,70 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0 vs 250,MATCH,75 vs 0,492141,Teachers Mutual Bank - Fixed Rate Home Loan (Investors) 1 Year Principal & Interest
Teachers Mutual Bank,Fixed Investment Loan (Principal and Interest) 3 Years,33540923-f231-4980-8c73-8f5197981950,MATCH,4.60 vs 4.40,5.2 vs 5.01,MATCH,5.36 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,70 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0 vs 250,MATCH,75 vs 0,492143,Teachers Mutual Bank - Fixed Rate Home Loan (Investors) 3 Year Principal & Interest
Teachers Mutual Bank,Interest Only Home Loan,996fcfcb-2b80-450d-968b-5fea194ec61e,MATCH,MATCH,5.51 vs 5.71, vs 0,5.66 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0 vs 250,MATCH,75 vs 0,24700,Teachers Mutual Bank - Interest Only Variable Loan (Owner Occupier)
Teachers Mutual Bank,Fixed Home Loan (Principal and Interest) 5 Years,5f8c80ff-04b8-4546-97c8-ffc0f9f4d53c,MATCH,MATCH,MATCH,MATCH,5.36 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0 vs 250,MATCH,75 vs 0,22915,Teachers Mutual Bank - Fixed Rate Loan (Owner Occupier) 5 Year Principal & Interest
Teachers Mutual Bank,Fixed Home Loan (Principal and Interest) 1 Year,6bae4450-6579-4565-9ade-b352f9779f5d,MATCH,MATCH,MATCH,MATCH,5.36 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0 vs 250,MATCH,75 vs 0,22911,Teachers Mutual Bank - Fixed Rate Loan (Owner Occupier) 1 Year Principal & Interest
Teachers Mutual Bank,Fixed Home Loan (Principal and Interest) 2 Years,517a21aa-0aa8-4a6b-b488-fc681cd4cc99,MATCH,MATCH,5.1 vs 5.10,MATCH,5.36 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0 vs 250,MATCH,75 vs 0,22912,Teachers Mutual Bank - Fixed Rate Loan (Owner Occupier) 2 Year Principal & Interest
Teachers Mutual Bank,"Solutions Plus Home Loan (Principal and Interest) ($150k-$250k, LVR < 60%)",842d9918-a5c1-4f98-8287-131e203c2d1e,MATCH,MATCH,MATCH, vs 0,3.79 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,75 vs 0,167510,Teachers Mutual Bank - Solutions Plus Home Loan 150k - 249999 where LVR <= 60 (Owner Occupier) Principal & Interest
Teachers Mutual Bank,"Solutions Plus Home Loan (Principal and Interest) ($150k-$250k, LVR 60%-80%)",9ed356d2-7666-4298-a190-1749606c7622,MATCH,MATCH,MATCH, vs 0,4.24 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,75 vs 0,476140,Teachers Mutual Bank - Solutions Plus Home Loan 150K - 249999 where LVR >60 and <=80 Owner Occupier Principal & Interest
Teachers Mutual Bank,"Solutions Plus Home Loan (Principal and Interest) ($750k+, LVR 60%-80%)",555cc2b5-0f7d-4858-aec1-c5333278b97c,MATCH,MATCH,MATCH, vs 0,3.89 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,75 vs 0,476230,Teachers Mutual Bank - Solutions Plus Home Loan 750K+ where LVR is >60 and <=80 Owner Occupier Principal & Interest
Teachers Mutual Bank,"Solutions Plus Home Loan (Principal and Interest) ($500k-$750k, LVR 80%-90%)",ed1831b6-9617-431e-bac6-f3bf3af3d523,MATCH,MATCH,MATCH, vs 0,4.34 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH,749999 vs 750000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,75 vs 0,476210,Teachers Mutual Bank - Solutions Plus Home Loan 500000 - 749999 where LVR is >80 and <=90 Owner Occupier Principal & Interest
Teachers Mutual Bank,"Solutions Plus Home Loan (Principal and Interest) ($500k-$750k, LVR 90%-95%)",ddff879e-962e-4239-a3e4-fc10ef57e296,MATCH,MATCH,MATCH, vs 0,4.77 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH,749999 vs 750000,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,75 vs 0,476220,Teachers Mutual Bank - Solutions Plus Home Loan 500000 - 749999 where LVR is >90 Owner Occupier Principal & Interest
Teachers Mutual Bank,"Solutions Plus Home Loan (Principal and Interest) ($250k-$500k, LVR 90%-95%)",2130b957-9d46-4cb4-b584-dfea4f0f48d0,MATCH,4.80 vs 4.8,MATCH, vs 0,4.8 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,75 vs 0,476190,Teachers Mutual Bank - Solutions Plus Home Loan 250000 - 499999 where LVR is >90 Owner Occupier Principal & Interest
Teachers Mutual Bank,"Solutions Plus Home Loan (Principal and Interest) ($250k-$500k, LVR 60%-80%)",0e962ef2-cdd3-4aa3-a2e8-3fe3bed11a3a,MATCH,MATCH,MATCH, vs 0,3.89 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,75 vs 0,476170,Teachers Mutual Bank - Solutions Plus Home Loan 250000 - 499999 where LVR is >60 and <=80 Owner Occupier Principal & Interest
Teachers Mutual Bank,"Solutions Plus Home Loan (Principal and Interest) ($750k+, LVR 80%-90%)",e19a66a0-fce0-44fa-9fff-8d5d9dbae62f,MATCH,MATCH,MATCH, vs 0,4.27 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,75 vs 0,476240,Teachers Mutual Bank - Solutions Plus Home Loan 750k+ where LVR is >80 and <=90 Owner Occupier Principal & Interest
Teachers Mutual Bank,Classic Home Loan,33194f07-7fee-441e-b4ab-98405dc8af4a,MATCH,MATCH,MATCH, vs 0,3.65 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,85 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,75 vs 0,412910,Teachers Mutual Bank - Classic Home Loan Principal & Interest
The Rock Building Society,Standard Variable Investment Loan (Principal and Interest),df2003e8-9898-429f-8cda-18e98ff3570c,MATCH,5.73 vs 5.23,5.86 vs 5.3, vs 0,5.73 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 5,50 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,380 vs 0,445400,The Rock - Standard Variable Loan -  Investment Loan
The Rock Building Society,Line of Credit Investment Loan,06027fa8-5f0e-47ed-b5e4-ffc8a0336573,MATCH,MATCH,MATCH, vs 0,6.13 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 5,50 vs 80,MATCH,MATCH,MATCH,False vs TRUE,False vs TRUE,False vs TRUE,MATCH,MATCH,MATCH,MATCH,380 vs 0,19210,The Rock - Standard Line Of Credit Investment
