Company,Product,url,Home Loan Type,Rate,Comparison Rate,Fixed Months,Revert Rate,Introductory Rate,Loan Type,Security Type,Availability,Repayment Options,Repayment Frequency,Interest Rate Notes,Min Loan Term,Max Loan Term,Min Loan Amount,Max Loan Amount,Max Loan to Value Ration (LVR),Max LVR with Mortgage Insurance,Extra Repayments,Loan is Transferable (Portable),Transfer Fee,Mortgage Offset Available,Mortgage Offset 100%,Mortgage Offset Rate,Redraw Available,Min Redraw Amount,Max Redraw Amount,Redraw Fee,Redraw Notice Period,Redraw Method,Split Available,Max No. of Accounts for Split,Separate Statements for Split,Statement Frequency,Fixed Option,Fee for Fixing,Application Fee,Legal Fee,Valuation Fee,Settlement Fee,Service Fee,Exit Fee
HomeStar,Investment Property Loan (P&I),http://www.infochoice.com.au/home-loans/homestar/investment-property-loan-48386/,VARIABLE,3.74,3.78,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$1000000.00,80%,80%,FALSE,FALSE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,24 Hours,Internet,TRUE,4,FALSE,2,FALSE,n/a,$0,$330.00,$303.08,$0,$0,$535.00,
HomeStar,Investment Property Loan (I/O),http://www.infochoice.com.au/home-loans/homestar/investment-property-loan-48389/,FIXED,4.29,3.97,1 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Monthly,,1,30,$150000.00,$1000000.00,80%,80%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,4,FALSE,2,FALSE,n/a,$0,$330.00,$303.08,$0,$0,$535.00,
HomeStar,Investment Property Loan (I/O),http://www.infochoice.com.au/home-loans/homestar/investment-property-loan-48389/,FIXED,4.29,4.00,2 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Monthly,,1,30,$150000.00,$1000000.00,80%,80%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,4,FALSE,2,FALSE,n/a,$0,$330.00,$303.08,$0,$0,$535.00,
HomeStar,Investment Property Loan (I/O),http://www.infochoice.com.au/home-loans/homestar/investment-property-loan-48389/,FIXED,4.29,4.04,3 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Monthly,,1,30,$150000.00,$1000000.00,80%,80%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,4,FALSE,2,FALSE,n/a,$0,$330.00,$303.08,$0,$0,$535.00,
HomeStar,Investment Property Loan (I/O),http://www.infochoice.com.au/home-loans/homestar/investment-property-loan-48389/,FIXED,4.49,4.13,4 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Monthly,,1,30,$150000.00,$1000000.00,80%,80%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,4,FALSE,2,FALSE,n/a,$0,$330.00,$303.08,$0,$0,$535.00,
HomeStar,Investment Property Loan (I/O),http://www.infochoice.com.au/home-loans/homestar/investment-property-loan-48389/,FIXED,4.69,4.26,5 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Monthly,,1,30,$150000.00,$1000000.00,80%,80%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,4,FALSE,2,FALSE,n/a,$0,$330.00,$303.08,$0,$0,$535.00,
Horizon Credit Union,Fixed Interest Rate Home Loan,http://www.infochoice.com.au/home-loans/horizon-credit-union/fixed-interest-rate-home-loan-14672/,FIXED,4.09,4.70,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,5,30,$80000.00,$1000000.00,80%,95%,TRUE,TRUE,$360.00,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,Branch Internet Phone BPay,TRUE,n/a,FALSE,,FALSE,n/a,$350.00,$360.00,$225.00,$0,$0,$385.00,
Horizon Credit Union,Fixed Interest Rate Home Loan,http://www.infochoice.com.au/home-loans/horizon-credit-union/fixed-interest-rate-home-loan-14672/,FIXED,4.09,4.65,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,5,30,$80000.00,$1000000.00,80%,95%,TRUE,TRUE,$360.00,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,Branch Internet Phone BPay,TRUE,n/a,FALSE,,FALSE,n/a,$350.00,$360.00,$225.00,$0,$0,$385.00,
Horizon Credit Union,Fixed Interest Rate Home Loan,http://www.infochoice.com.au/home-loans/horizon-credit-union/fixed-interest-rate-home-loan-14672/,FIXED,4.09,4.60,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,5,30,$80000.00,$1000000.00,80%,95%,TRUE,TRUE,$360.00,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,Branch Internet Phone BPay,TRUE,n/a,FALSE,,FALSE,n/a,$350.00,$360.00,$225.00,$0,$0,$385.00,
Horizon Credit Union,Fixed Interest Rate Home Loan,http://www.infochoice.com.au/home-loans/horizon-credit-union/fixed-interest-rate-home-loan-14672/,FIXED,4.59,4.72,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,5,30,$80000.00,$1000000.00,80%,95%,TRUE,TRUE,$360.00,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,Branch Internet Phone BPay,TRUE,n/a,FALSE,,FALSE,n/a,$350.00,$360.00,$225.00,$0,$0,$385.00,
Heritage Bank,Investment Home Advantage Variable $250000 to $699999 (Interest Only) ,http://www.infochoice.com.au/home-loans/heritage-bank/investment-home-advantage-variable--to--51029/,VARIABLE,4.79,5.12,0,0,0,Variable,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,$250000.00,$699999.00,80%,80%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$150.00,$350.00,$250.00,
HomeStar,Investment Property Loan (P&I),http://www.infochoice.com.au/home-loans/homestar/investment-property-loan-48388/,FIXED,4.14,3.82,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$1000000.00,70%,70%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,4,FALSE,2,FALSE,n/a,$0,$330.00,$303.08,$0,$0,$535.00,
HomeStar,Investment Property Loan (P&I),http://www.infochoice.com.au/home-loans/homestar/investment-property-loan-48388/,FIXED,4.14,3.85,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$1000000.00,70%,70%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,4,FALSE,2,FALSE,n/a,$0,$330.00,$303.08,$0,$0,$535.00,
HomeStar,Investment Property Loan (P&I),http://www.infochoice.com.au/home-loans/homestar/investment-property-loan-48388/,FIXED,4.14,3.88,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$1000000.00,70%,70%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,4,FALSE,2,FALSE,n/a,$0,$330.00,$303.08,$0,$0,$535.00,
HomeStar,Investment Property Loan (P&I),http://www.infochoice.com.au/home-loans/homestar/investment-property-loan-48388/,FIXED,4.34,3.98,4 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$1000000.00,70%,70%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,4,FALSE,2,FALSE,n/a,$0,$330.00,$303.08,$0,$0,$535.00,
HomeStar,Investment Property Loan (P&I),http://www.infochoice.com.au/home-loans/homestar/investment-property-loan-48388/,FIXED,4.54,4.11,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$1000000.00,70%,70%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,4,FALSE,2,FALSE,n/a,$0,$330.00,$303.08,$0,$0,$535.00,
HomeStar,Investment Property Loan (I/O),http://www.infochoice.com.au/home-loans/homestar/investment-property-loan-48387/,VARIABLE,3.89,3.93,0,0,0,Variable,ResidentialProperty,Investors,Interest Only,Monthly,,1,30,$150000.00,$1000000.00,70%,70%,FALSE,FALSE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,TRUE,4,FALSE,2,FALSE,n/a,$0,$330.00,$303.08,$0,$0,$535.00,
HomeStar,FIRST HOME BUYER LOAN,http://www.infochoice.com.au/home-loans/homestar/first-home-buyer-loan-51852/,VARIABLE,3.54,3.55,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,5,30,$150000.00,$7500000.00,90%,90%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$440.00,$0,$0,$0,$0,$535.00,
Heritage Bank,Discount Variable LVR >90% <=95%,http://www.infochoice.com.au/home-loans/heritage-bank/discount-variable-lvr---51321/,VARIABLE,3.89,3.91,0,0,0,Basic,,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$9999999.00,80%,95%,TRUE,TRUE,$450.00,FALSE,FALSE,0%,TRUE,$100.00,$0,$20.00,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$150.00,$0,$250.00,
Illawarra Credit Union,Variable Lite Home Loan,http://www.infochoice.com.au/home-loans/illawarra-credit-union/variable-lite-home-loan-2135/,VARIABLE,5.05,5.09,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,5,30,$30000.00,$250000.00,80%,95%,TRUE,TRUE,$600.00,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,,FALSE,0,FALSE,0,FALSE,$0,$600.00,$365.00,$242.00,$250.00,$0,$0,
Illawarra Home Loans,Bank Beater Home Loan,http://www.infochoice.com.au/home-loans/illawarra-home-loans/bank-beater-home-loan-32572/,VARIABLE,4.32,4.55,0,0,0,Variable,ResidentialProperty,Owner Occupiers Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$250000.00,$1000000.00,80%,90%,TRUE,TRUE,$330.00,TRUE,TRUE,0%,TRUE,$0,$20000.00,$0,24 Hours,Internet,TRUE,4,TRUE,2,TRUE,$0,$0,$0,$0,$0,$345.00,$300.00,
Illawarra Home Loans,Bank Beater Fixed Rate,http://www.infochoice.com.au/home-loans/illawarra-home-loans/bank-beater-fixed-rate-32575/,FIXED,4.71,5.05,1 Year,4.72,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$250000.00,$1000000.00,80%,90%,TRUE,TRUE,$330.00,TRUE,TRUE,0%,TRUE,$0,$20000.00,$0,,,TRUE,4,TRUE,2,TRUE,$0,$0,$0,$0,$0,$345.00,$300.00,
Illawarra Home Loans,Bank Beater Fixed Rate,http://www.infochoice.com.au/home-loans/illawarra-home-loans/bank-beater-fixed-rate-32575/,FIXED,4.84,5.07,2 Year,4.72,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$250000.00,$1000000.00,80%,90%,TRUE,TRUE,$330.00,TRUE,TRUE,0%,TRUE,$0,$20000.00,$0,,,TRUE,4,TRUE,2,TRUE,$0,$0,$0,$0,$0,$345.00,$300.00,
Illawarra Home Loans,Bank Beater Fixed Rate,http://www.infochoice.com.au/home-loans/illawarra-home-loans/bank-beater-fixed-rate-32575/,FIXED,5.06,5.14,3 Year,4.72,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$250000.00,$1000000.00,80%,90%,TRUE,TRUE,$330.00,TRUE,TRUE,0%,TRUE,$0,$20000.00,$0,,,TRUE,4,TRUE,2,TRUE,$0,$0,$0,$0,$0,$345.00,$300.00,
Illawarra Home Loans,Bank Beater Fixed Rate,http://www.infochoice.com.au/home-loans/illawarra-home-loans/bank-beater-fixed-rate-32575/,FIXED,5.35,5.27,4 Year,4.72,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$250000.00,$1000000.00,80%,90%,TRUE,TRUE,$330.00,TRUE,TRUE,0%,TRUE,$0,$20000.00,$0,,,TRUE,4,TRUE,2,TRUE,$0,$0,$0,$0,$0,$345.00,$300.00,
Illawarra Home Loans,Bank Beater Fixed Rate,http://www.infochoice.com.au/home-loans/illawarra-home-loans/bank-beater-fixed-rate-32575/,FIXED,5.59,5.42,5 Year,4.72,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$250000.00,$1000000.00,80%,90%,TRUE,TRUE,$330.00,TRUE,TRUE,0%,TRUE,$0,$20000.00,$0,,,TRUE,4,TRUE,2,TRUE,$0,$0,$0,$0,$0,$345.00,$300.00,
Horizon Credit Union,Classic Investment Loan,http://www.infochoice.com.au/home-loans/horizon-credit-union/classic-investment-loan-43846/,VARIABLE,5.34,5.35,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,5,30,$80000.00,$1000000.00,80%,95%,TRUE,TRUE,$360.00,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$0,$385.00,
Illawarra Credit Union,Variable Invest Home Loan,http://www.infochoice.com.au/home-loans/illawarra-credit-union/variable-invest-home-loan-41779/,VARIABLE,4.70,4.74,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,0.65% reduction off SVR applies up to $400k 0.75% reduction applies for $400k+,1,30,$250000.00,$3000000.00,80%,95%,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,Internet,TRUE,n/a,FALSE,,TRUE,$0,$0,$365.00,$242.00,$250.00,$0,$0,
Illawarra Credit Union,Variable Home Loan,http://www.infochoice.com.au/home-loans/illawarra-credit-union/variable-home-loan-29480/,VARIABLE,4.05,4.09,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,0.65% reduction off SVR applies up to $400k 0.75% reduction applies for $400k+,1,30,$250000.00,$3000000.00,80%,95%,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,Internet,TRUE,n/a,FALSE,,TRUE,$0,$0,$365.00,$242.00,$250.00,$0,$0,
Intech Credit Union Limited,Mortgage Master,http://www.infochoice.com.au/home-loans/intech-credit-union-limited/mortgage-master-2349/,VARIABLE,4.85,,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers,Principal & Interest,Fortnightly,,0,0,$30000.00,$750000.00,80%,80%,FALSE,TRUE,$150.00,FALSE,TRUE,0%,FALSE,$0,$0,$0,,,FALSE,5,FALSE,0,FALSE,$0,$400.00,$350.00,$275.00,$0,$0,$350.00,
Intech Credit Union Limited,Interest Only Investment Loan,http://www.infochoice.com.au/home-loans/intech-credit-union-limited/interest-only-investment-loan-2339/,FIXED,3.94,4.62,1 Year,4.59,0,Variable,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,5,$30000.00,$850000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,48 Hours,Internet,FALSE,0,FALSE,0,FALSE,$0,$400.00,$350.00,$275.00,$0,$0,$350.00,
Intech Credit Union Limited,Interest Only Investment Loan,http://www.infochoice.com.au/home-loans/intech-credit-union-limited/interest-only-investment-loan-2339/,FIXED,3.99,4.57,2 Year,4.59,0,Variable,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,5,$30000.00,$850000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,48 Hours,Internet,FALSE,0,FALSE,0,FALSE,$0,$400.00,$350.00,$275.00,$0,$0,$350.00,
Intech Credit Union Limited,Interest Only Investment Loan,http://www.infochoice.com.au/home-loans/intech-credit-union-limited/interest-only-investment-loan-2339/,FIXED,3.99,4.52,3 Year,4.59,0,Variable,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,5,$30000.00,$850000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,48 Hours,Internet,FALSE,0,FALSE,0,FALSE,$0,$400.00,$350.00,$275.00,$0,$0,$350.00,
Intech Credit Union Limited,Interest Only Investment Loan,http://www.infochoice.com.au/home-loans/intech-credit-union-limited/interest-only-investment-loan-2339/,FIXED,4.25,4.54,5 Year,4.59,0,Variable,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,5,$30000.00,$850000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,48 Hours,Internet,FALSE,0,FALSE,0,FALSE,$0,$400.00,$350.00,$275.00,$0,$0,$350.00,
Illawarra Credit Union,Fixed Rate Loans P&I,http://www.infochoice.com.au/home-loans/illawarra-credit-union/fixed-rate-loans-pi-2187/,FIXED,3.80,4.09,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,25,$250000.00,$3000000.00,80%,95%,TRUE,TRUE,$600.00,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$210.00,$365.00,$242.00,$250.00,$0,$0,
Illawarra Credit Union,Fixed Rate Loans P&I,http://www.infochoice.com.au/home-loans/illawarra-credit-union/fixed-rate-loans-pi-2187/,FIXED,3.90,4.11,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,25,$250000.00,$3000000.00,80%,95%,TRUE,TRUE,$600.00,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$210.00,$365.00,$242.00,$250.00,$0,$0,
Illawarra Credit Union,Fixed Rate Loans P&I,http://www.infochoice.com.au/home-loans/illawarra-credit-union/fixed-rate-loans-pi-2187/,FIXED,4.00,4.29,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,25,$250000.00,$3000000.00,80%,95%,TRUE,TRUE,$600.00,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$210.00,$365.00,$242.00,$250.00,$0,$0,
HSBC,Fixed Rate Loan - Owner Occupied,http://www.infochoice.com.au/home-loans/hsbc/fixed-rate-loan-owner-occupied-1930/,FIXED,3.80,5.15,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$50000.00,$7500000.00,80%,90%,TRUE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$120.00,$150.00,$0,$300.00,
HSBC,Fixed Rate Loan - Owner Occupied,http://www.infochoice.com.au/home-loans/hsbc/fixed-rate-loan-owner-occupied-1930/,FIXED,3.85,5.04,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$50000.00,$7500000.00,80%,90%,TRUE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$120.00,$150.00,$0,$300.00,
HSBC,Fixed Rate Loan - Owner Occupied,http://www.infochoice.com.au/home-loans/hsbc/fixed-rate-loan-owner-occupied-1930/,FIXED,4.05,4.98,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$50000.00,$7500000.00,80%,90%,TRUE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$120.00,$150.00,$0,$300.00,
HSBC,Fixed Rate Loan - Owner Occupied,http://www.infochoice.com.au/home-loans/hsbc/fixed-rate-loan-owner-occupied-1930/,FIXED,4.25,4.95,4 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$50000.00,$7500000.00,80%,90%,TRUE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$120.00,$150.00,$0,$300.00,
HSBC,Fixed Rate Loan - Owner Occupied,http://www.infochoice.com.au/home-loans/hsbc/fixed-rate-loan-owner-occupied-1930/,FIXED,4.35,4.93,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$50000.00,$7500000.00,80%,90%,TRUE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$120.00,$150.00,$0,$300.00,
Illawarra Credit Union,Fixed Rate Lite Loans P&I,http://www.infochoice.com.au/home-loans/illawarra-credit-union/fixed-rate-lite-loans-pi-41802/,FIXED,3.80,5.00,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,25,$250000.00,$3000000.00,80%,95%,TRUE,TRUE,$600.00,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$210.00,$365.00,$242.00,$250.00,$0,$0,
Illawarra Credit Union,Fixed Rate Lite Loans P&I,http://www.infochoice.com.au/home-loans/illawarra-credit-union/fixed-rate-lite-loans-pi-41802/,FIXED,3.90,4.92,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,25,$250000.00,$3000000.00,80%,95%,TRUE,TRUE,$600.00,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$210.00,$365.00,$242.00,$250.00,$0,$0,
Illawarra Credit Union,Fixed Rate Lite Loans P&I,http://www.infochoice.com.au/home-loans/illawarra-credit-union/fixed-rate-lite-loans-pi-41802/,FIXED,4.00,4.95,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,25,$250000.00,$3000000.00,80%,95%,TRUE,TRUE,$600.00,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$210.00,$365.00,$242.00,$250.00,$0,$0,
Illawarra Credit Union,Fixed Rate Lite Loans IO,http://www.infochoice.com.au/home-loans/illawarra-credit-union/fixed-rate-lite-loans-io-51560/,FIXED,4.50,5.31,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,5,$250000.00,$3000000.00,80%,95%,TRUE,TRUE,$600.00,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$210.00,$365.00,$242.00,$250.00,$0,$0,
Illawarra Credit Union,Fixed Rate Lite Loans IO,http://www.infochoice.com.au/home-loans/illawarra-credit-union/fixed-rate-lite-loans-io-51560/,FIXED,4.55,5.24,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,5,$250000.00,$3000000.00,80%,95%,TRUE,TRUE,$600.00,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$210.00,$365.00,$242.00,$250.00,$0,$0,
Illawarra Credit Union,Fixed Rate Lite Loans IO,http://www.infochoice.com.au/home-loans/illawarra-credit-union/fixed-rate-lite-loans-io-51560/,FIXED,4.80,5.24,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,5,$250000.00,$3000000.00,80%,95%,TRUE,TRUE,$600.00,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$210.00,$365.00,$242.00,$250.00,$0,$0,
Illawarra Credit Union,Fixed Rate Lite Loans IO,http://www.infochoice.com.au/home-loans/illawarra-credit-union/fixed-rate-lite-loans-io-51560/,FIXED,5.14,5.30,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,5,$250000.00,$3000000.00,80%,95%,TRUE,TRUE,$600.00,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$210.00,$365.00,$242.00,$250.00,$0,$0,
Illawarra Credit Union,Fixed Rate Invest Loans P&I,http://www.infochoice.com.au/home-loans/illawarra-credit-union/fixed-rate-invest-loans-pi-41786/,FIXED,4.20,4.64,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,25,$30000.00,$250000.00,80%,95%,TRUE,TRUE,$600.00,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$365.00,$242.00,$250.00,$8.00,$0,
Illawarra Credit Union,Fixed Rate Invest Loans P&I,http://www.infochoice.com.au/home-loans/illawarra-credit-union/fixed-rate-invest-loans-pi-41786/,FIXED,4.30,4.65,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,25,$30000.00,$250000.00,80%,95%,TRUE,TRUE,$600.00,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$365.00,$242.00,$250.00,$8.00,$0,
Illawarra Credit Union,Fixed Rate Invest Loans P&I,http://www.infochoice.com.au/home-loans/illawarra-credit-union/fixed-rate-invest-loans-pi-41786/,FIXED,4.30,4.67,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,25,$30000.00,$250000.00,80%,95%,TRUE,TRUE,$600.00,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$365.00,$242.00,$250.00,$8.00,$0,
Illawarra Credit Union,Fixed Rate Invest Lite Loans P&I,http://www.infochoice.com.au/home-loans/illawarra-credit-union/fixed-rate-invest-lite-loans-pi-41797/,FIXED,4.20,5.41,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,25,$30000.00,$250000.00,80%,95%,TRUE,TRUE,$600.00,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$365.00,$242.00,$250.00,$8.00,$0,
Illawarra Credit Union,Fixed Rate Invest Lite Loans P&I,http://www.infochoice.com.au/home-loans/illawarra-credit-union/fixed-rate-invest-lite-loans-pi-41797/,FIXED,4.30,5.35,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,25,$30000.00,$250000.00,80%,95%,TRUE,TRUE,$600.00,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$365.00,$242.00,$250.00,$8.00,$0,
