Company,Product,url,Home Loan Type,Rate,Comparison Rate,Fixed Months,Revert Rate,Introductory Rate,Loan Type,Security Type,Availability,Repayment Options,Repayment Frequency,Interest Rate Notes,Min Loan Term,Max Loan Term,Min Loan Amount,Max Loan Amount,Max Loan to Value Ration (LVR),Max LVR with Mortgage Insurance,Extra Repayments,Loan is Transferable (Portable),Transfer Fee,Mortgage Offset Available,Mortgage Offset 100%,Mortgage Offset Rate,Redraw Available,Min Redraw Amount,Max Redraw Amount,Redraw Fee,Redraw Notice Period,Redraw Method,Split Available,Max No. of Accounts for Split,Separate Statements for Split,Statement Frequency,Fixed Option,Fee for Fixing,Application Fee,Legal Fee,Valuation Fee,Settlement Fee,Service Fee,Exit Fee
Bank of us,FlexiChoice Fixed Rate Resi Invest Loan >90% LVR ,http://www.infochoice.com.au/home-loans/bank-of-us/flexichoice-fixed-rate-resi-invest-loan--lvr-48768/,FIXED,5.39,5.67,3 Year,0,0,Fixed,,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$325.00,$275.00,$250.00,$10.00,$0,
Bank of us,Topline Home Loan >80%<90% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/topline-home-loan--lvr-51212/,VARIABLE,4.19,4.21,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,TRUE,TRUE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,TRUE,2,FALSE,,FALSE,n/a,$0,$0,$0,$250.00,$0,$0,
Bank of us,FlexiChoice Variable Rate Resi Invest Loan >80%<90% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexichoice-variable-rate-resi-invest-loan--lvr-41947/,VARIABLE,5.52,5.67,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$0,$0,$250.00,$10.00,$0,
Bank of us,FlexiChoice Fixed Rate Resi Invest Loan >80%<90% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexichoice-fixed-rate-resi-invest-loan--lvr-1890/,FIXED,5.19,5.59,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$0,$0,$250.00,$10.00,$0,
Bank of us,FlexiChoice Fixed Rate Resi Invest Loan >80%<90% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexichoice-fixed-rate-resi-invest-loan--lvr-1890/,FIXED,5.09,5.49,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$0,$0,$250.00,$10.00,$0,
Bank of us,FlexiChoice Fixed Rate Resi Invest Loan >80%<90% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexichoice-fixed-rate-resi-invest-loan--lvr-1890/,FIXED,5.29,5.47,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$0,$0,$250.00,$10.00,$0,
Bank of Queensland,1 Year Fixed Discounted Rate $150k plus,http://www.infochoice.com.au/home-loans/bank-of-queensland/-year-fixed-discounted-rate-k-plus-52512/,FIXED,3.54,4.54,1 Year,0,0,Fixed,,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$150000.00,$9999999.00,80%,80%,FALSE,TRUE,$300.00,TRUE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$350.00,$250.00,$150.00,$10.00,$320.00,
Bank of us,FlexiChoice Fixed Rate Resi Invest Loan <80%LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexichoice-fixed-rate-resi-invest-loan-lvr-47352/,FIXED,4.69,5.59,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$0,$0,$250.00,$10.00,$0,
Bank of us,FlexiChoice Fixed Rate Resi Invest Loan <80%LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexichoice-fixed-rate-resi-invest-loan-lvr-47352/,FIXED,4.59,5.49,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$0,$0,$250.00,$10.00,$0,
Bank of us,FlexiChoice Fixed Rate Resi Invest Loan <80%LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexichoice-fixed-rate-resi-invest-loan-lvr-47352/,FIXED,4.79,5.47,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,FALSE,n/a,FALSE,,FALSE,n/a,$300.00,$0,$0,$250.00,$10.00,$0,
Bank of Sydney,Owner Occupier- Standard Expect More Home Loan Package,http://www.infochoice.com.au/home-loans/bank-of-sydney/owner-occupier--standard-expect-more-home-loan-package-46364/,FIXED,4.09,4.34,1 Year,3.63,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Weekly Fortnightly Monthly,Borrow up to 80% value of the property.,1,30,$100000.00,$5000000.00,80%,80%,FALSE,TRUE,$350.00,FALSE,TRUE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$395.00,$0,
Bank of Sydney,Owner Occupier- Standard Expect More Home Loan Package,http://www.infochoice.com.au/home-loans/bank-of-sydney/owner-occupier--standard-expect-more-home-loan-package-46364/,FIXED,4.14,4.36,2 Year,3.63,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Weekly Fortnightly Monthly,Borrow up to 80% value of the property.,1,30,$100000.00,$5000000.00,80%,80%,FALSE,TRUE,$350.00,FALSE,TRUE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$395.00,$0,
Bank of Sydney,Owner Occupier- Standard Expect More Home Loan Package,http://www.infochoice.com.au/home-loans/bank-of-sydney/owner-occupier--standard-expect-more-home-loan-package-46364/,FIXED,4.29,4.42,3 Year,3.63,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Weekly Fortnightly Monthly,Borrow up to 80% value of the property.,1,30,$100000.00,$5000000.00,80%,80%,FALSE,TRUE,$350.00,FALSE,TRUE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$395.00,$0,
Bank of Sydney,Owner Occupier- Standard Expect More Home Loan Package,http://www.infochoice.com.au/home-loans/bank-of-sydney/owner-occupier--standard-expect-more-home-loan-package-46364/,FIXED,4.59,4.59,5 Year,3.63,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Weekly Fortnightly Monthly,Borrow up to 80% value of the property.,1,30,$100000.00,$5000000.00,80%,80%,FALSE,TRUE,$350.00,FALSE,TRUE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$395.00,$0,
bcu,Standard Variable Rate Home Loan - Investment,http://www.infochoice.com.au/home-loans/bcu/standard-variable-rate-home-loan-investment-48532/,VARIABLE,5.30,6.10,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,0,40,$100000.00,$2500000.00,90%,95%,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$1000.00,$0,$0,Same business day,,TRUE,0,FALSE,0,FALSE,$0,$600.00,$0,$0,$0,$849.00,$250.00,
bcu,Standard Variable Rate Home Loan,http://www.infochoice.com.au/home-loans/bcu/standard-variable-rate-home-loan-1772/,VARIABLE,5.05,5.09,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,0,40,$10000.00,$2500000.00,80%,95%,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$1000.00,$0,$0,Same business day,,TRUE,0,FALSE,0,FALSE,$0,$600.00,$0,$0,$0,$0,$250.00,
Big Sky Building Society,Standard CHOICE Variable rate home loan,http://www.infochoice.com.au/home-loans/big-sky-building-society/standard-choice-variable-rate-home-loan-28017/,VARIABLE,5.40,5.43,0,0,0,Variable,ResidentialProperty,Owner Occupiers Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,0,30,$10000.00,$5000000.00,80%,95%,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,Internet,TRUE,n/a,FALSE,12,TRUE,$0,$600.00,$0,$0,$0,$0,$0,
Big Sky Building Society,Premium CHOICE home loan (<$100000),http://www.infochoice.com.au/home-loans/big-sky-building-society/premium-choice-home-loan-30017/,VARIABLE,5.10,5.46,0,0,0,Variable,ResidentialProperty,Owner Occupiers Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,0,30,$10000.00,$99999.00,80%,95%,TRUE,TRUE,$150.00,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,Internet,TRUE,n/a,FALSE,12,TRUE,n/a,$0,$0,$0,$0,$399.00,$0,
Big Sky Building Society,Premium CHOICE home loan ($250000+),http://www.infochoice.com.au/home-loans/big-sky-building-society/premium-choice-home-loan-28018/,VARIABLE,4.70,5.07,0,0,0,Variable,ResidentialProperty,Owner Occupiers Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,0,30,$250000.00,$999999.00,80%,95%,TRUE,TRUE,$150.00,TRUE,TRUE,0%,TRUE,$500.00,$0,$0,Same business day,,TRUE,n/a,FALSE,12,TRUE,$0,$600.00,$0,$0,$0,$399.00,$0,
Bank of Queensland,Clear Path Line of Credit,http://www.infochoice.com.au/home-loans/bank-of-queensland/clear-path-line-of-credit-32718/,VARIABLE,5.40,,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,0,30,$25000.00,$9999999.00,80%,80%,TRUE,TRUE,$300.00,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$150.00,$10.00,$320.00,
Bank of Sydney,Owner Occupier- Special Expect More Home Loan Package ,http://www.infochoice.com.au/home-loans/bank-of-sydney/owner-occupier--special-expect-more-home-loan-package-32342/,FIXED,4.09,3.95,1 Year,3.63,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Weekly Fortnightly Monthly,The Special Variable Rate  of 3.63% (2.01% discount off the standard variable rate of 5.64%) is valid for loan amounts up to 70% LVR (the value of the property).,1,30,$100000.00,$5000000.00,70%,70%,FALSE,TRUE,$350.00,TRUE,TRUE,0%,FALSE,$2000.00,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$0,$0,
Bank of Sydney,Owner Occupier- Special Expect More Home Loan Package ,http://www.infochoice.com.au/home-loans/bank-of-sydney/owner-occupier--special-expect-more-home-loan-package-32342/,FIXED,4.14,3.97,2 Year,3.63,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Weekly Fortnightly Monthly,The Special Variable Rate  of 3.63% (2.01% discount off the standard variable rate of 5.64%) is valid for loan amounts up to 70% LVR (the value of the property).,1,30,$100000.00,$5000000.00,70%,70%,FALSE,TRUE,$350.00,TRUE,TRUE,0%,FALSE,$2000.00,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$0,$0,
Bank of Sydney,Owner Occupier- Special Expect More Home Loan Package ,http://www.infochoice.com.au/home-loans/bank-of-sydney/owner-occupier--special-expect-more-home-loan-package-32342/,FIXED,4.29,4.03,3 Year,3.63,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Weekly Fortnightly Monthly,The Special Variable Rate  of 3.63% (2.01% discount off the standard variable rate of 5.64%) is valid for loan amounts up to 70% LVR (the value of the property).,1,30,$100000.00,$5000000.00,70%,70%,FALSE,TRUE,$350.00,TRUE,TRUE,0%,FALSE,$2000.00,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$0,$0,
Bank of Sydney,Owner Occupier- Special Expect More Home Loan Package ,http://www.infochoice.com.au/home-loans/bank-of-sydney/owner-occupier--special-expect-more-home-loan-package-32342/,FIXED,4.59,4.21,5 Year,3.63,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Weekly Fortnightly Monthly,The Special Variable Rate  of 3.63% (2.01% discount off the standard variable rate of 5.64%) is valid for loan amounts up to 70% LVR (the value of the property).,1,30,$100000.00,$5000000.00,70%,70%,FALSE,TRUE,$350.00,TRUE,TRUE,0%,FALSE,$2000.00,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$0,$0,$0,$0,$0,$0,
Bendigo Bank,Green Home Loan,http://www.infochoice.com.au/home-loans/bendigo-bank/green-home-loan-2248/,VARIABLE,4.98,5.03,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$5000.00,$10000000.00,80%,95%,TRUE,TRUE,$300.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,Same business day,Internet,FALSE,0,FALSE,0,FALSE,$0,$150.00,$375.00,$229.00,$100.00,$0,$250.00,
Bendigo Bank,Residential Variable Home Loan,http://www.infochoice.com.au/home-loans/bendigo-bank/residential-variable-home-loan-2241/,VARIABLE,5.48,5.65,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$5000.00,$10000000.00,80%,95%,TRUE,TRUE,$300.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,Same business day,Internet Phone,FALSE,0,FALSE,0,FALSE,$0,$150.00,$375.00,$229.00,$100.00,$10.00,$250.00,
Bendigo Bank,Bendigo Home Equity Loan,http://www.infochoice.com.au/home-loans/bendigo-bank/bendigo-home-equity-loan-1873/,VARIABLE,5.88,,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,0,5,$5000.00,$10000000.00,80%,80%,TRUE,TRUE,$300.00,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,0,FALSE,0,FALSE,$0,$150.00,$375.00,$214.00,$100.00,$10.00,$250.00,
Bendigo Bank,Bendigo Connect Home Loan (3 Products) (R/INV P&I) ($500k+),http://www.infochoice.com.au/home-loans/bendigo-bank/bendigo-connect-home-loan-42786/,VARIABLE,4.71,5.00,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$500000.00,$3000000.00,80%,80%,TRUE,TRUE,$300.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,TRUE,n/a,FALSE,2,TRUE,$150.00,$150.00,$375.00,$229.00,$0,$20.00,$250.00,
Bendigo Bank,Bendigo Connect Home Loan (3 Products) (R/INV IO) ($500k+),http://www.infochoice.com.au/home-loans/bendigo-bank/bendigo-connect-home-loan-50605/,VARIABLE,5.06,5.37,0,0,0,Variable,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,5,$500000.00,$3000000.00,80%,80%,TRUE,TRUE,$300.00,TRUE,FALSE,0%,TRUE,$0,$0,$0,,,TRUE,n/a,FALSE,2,TRUE,$150.00,$150.00,$375.00,$229.00,$0,$20.00,$250.00,
Bendigo Bank,Bendigo Connect Home Loan (3 Products) (OO P&I) ($500k+),http://www.infochoice.com.au/home-loans/bendigo-bank/bendigo-connect-home-loan-42783/,VARIABLE,4.23,4.52,0,0,0,Variable,,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$500000.00,$1000000.00,80%,95%,TRUE,TRUE,$300.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$150.00,$375.00,$229.00,$0,$20.00,$250.00,
Bendigo Bank,Bendigo Connect Home Loan (3 Products) (OO IO) ($500k+),http://www.infochoice.com.au/home-loans/bendigo-bank/bendigo-connect-home-loan-50603/,VARIABLE,5.23,5.54,0,0,0,Variable,,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,5,$500000.00,$1000000.00,80%,95%,TRUE,TRUE,$300.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$150.00,$375.00,$229.00,$0,$20.00,$250.00,
Bank of us,FlexiDiscount Variable Rate Loan >90% LVR,http://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-variable-rate-loan--lvr-51217/,VARIABLE,4.19,4.23,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$2500000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,TRUE,2,FALSE,,FALSE,n/a,$300.00,$0,$0,$250.00,$0,$0,
Bendigo Bank,Bendigo Connect Fixed Home Loan (3 Product) (R/INV P&I),http://www.infochoice.com.au/home-loans/bendigo-bank/bendigo-connect-fixed-home-loan-42789/,FIXED,4.34,5.41,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$0,$10000000.00,80%,80%,TRUE,TRUE,$300.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,TRUE,n/a,FALSE,2,FALSE,n/a,$150.00,$375.00,$229.00,$0,$20.00,$250.00,
Bendigo Bank,Bendigo Connect Fixed Home Loan (3 Product) (R/INV P&I),http://www.infochoice.com.au/home-loans/bendigo-bank/bendigo-connect-fixed-home-loan-42789/,FIXED,4.24,5.31,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$0,$10000000.00,80%,80%,TRUE,TRUE,$300.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,TRUE,n/a,FALSE,2,FALSE,n/a,$150.00,$375.00,$229.00,$0,$20.00,$250.00,
Bendigo Bank,Bendigo Connect Fixed Home Loan (3 Product) (R/INV P&I),http://www.infochoice.com.au/home-loans/bendigo-bank/bendigo-connect-fixed-home-loan-42789/,FIXED,4.34,5.26,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$0,$10000000.00,80%,80%,TRUE,TRUE,$300.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,TRUE,n/a,FALSE,2,FALSE,n/a,$150.00,$375.00,$229.00,$0,$20.00,$250.00,
Bendigo Bank,Bendigo Connect Fixed Home Loan (3 Product) (R/INV P&I),http://www.infochoice.com.au/home-loans/bendigo-bank/bendigo-connect-fixed-home-loan-42789/,FIXED,4.74,5.33,4 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$0,$10000000.00,80%,80%,TRUE,TRUE,$300.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,TRUE,n/a,FALSE,2,FALSE,n/a,$150.00,$375.00,$229.00,$0,$20.00,$250.00,
Bendigo Bank,Bendigo Connect Fixed Home Loan (3 Product) (R/INV P&I),http://www.infochoice.com.au/home-loans/bendigo-bank/bendigo-connect-fixed-home-loan-42789/,FIXED,4.64,5.25,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$0,$10000000.00,80%,80%,TRUE,TRUE,$300.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,TRUE,n/a,FALSE,2,FALSE,n/a,$150.00,$375.00,$229.00,$0,$20.00,$250.00,
Bendigo Bank,Bendigo Connect Fixed Home Loan (3 Product) (R/INV IO),http://www.infochoice.com.au/home-loans/bendigo-bank/bendigo-connect-fixed-home-loan-50598/,FIXED,4.79,5.66,1 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,5,$5000.00,$1000000.00,80%,80%,TRUE,TRUE,$300.00,TRUE,FALSE,0%,TRUE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$150.00,$375.00,$229.00,$0,$20.00,$250.00,
Bendigo Bank,Bendigo Connect Fixed Home Loan (3 Product) (R/INV IO),http://www.infochoice.com.au/home-loans/bendigo-bank/bendigo-connect-fixed-home-loan-50598/,FIXED,4.49,5.01,2 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,5,$5000.00,$1000000.00,80%,80%,TRUE,TRUE,$300.00,TRUE,FALSE,0%,TRUE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$150.00,$375.00,$229.00,$0,$20.00,$250.00,
Bendigo Bank,Bendigo Connect Fixed Home Loan (3 Product) (R/INV IO),http://www.infochoice.com.au/home-loans/bendigo-bank/bendigo-connect-fixed-home-loan-50598/,FIXED,4.59,4.99,3 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,5,$5000.00,$1000000.00,80%,80%,TRUE,TRUE,$300.00,TRUE,FALSE,0%,TRUE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$150.00,$375.00,$229.00,$0,$20.00,$250.00,
Bendigo Bank,Bendigo Connect Fixed Home Loan (3 Product) (R/INV IO),http://www.infochoice.com.au/home-loans/bendigo-bank/bendigo-connect-fixed-home-loan-50598/,FIXED,4.99,5.34,4 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,5,$5000.00,$1000000.00,80%,80%,TRUE,TRUE,$300.00,TRUE,FALSE,0%,TRUE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$150.00,$375.00,$229.00,$0,$20.00,$250.00,
Bendigo Bank,Bendigo Connect Fixed Home Loan (3 Product) (R/INV IO),http://www.infochoice.com.au/home-loans/bendigo-bank/bendigo-connect-fixed-home-loan-50598/,FIXED,4.99,5.30,5 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,5,$5000.00,$1000000.00,80%,80%,TRUE,TRUE,$300.00,TRUE,FALSE,0%,TRUE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$150.00,$375.00,$229.00,$0,$20.00,$250.00,
Bendigo Bank,Bendigo Basic Home Loan (R/INV P&I) ,http://www.infochoice.com.au/home-loans/bendigo-bank/bendigo-basic-home-loan-42806/,VARIABLE,4.86,5.04,0,0,0,Basic,,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$5000.00,$10000000.00,80%,80%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$150.00,$375.00,$229.00,$100.00,$10.00,$250.00,
Bendigo Bank,Bendigo Basic Home Loan (R/INV IO) ,http://www.infochoice.com.au/home-loans/bendigo-bank/bendigo-basic-home-loan-50595/,VARIABLE,5.21,5.46,0,0,0,Basic,,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,$5000.00,$1000000.00,80%,80%,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$150.00,$375.00,$229.00,$100.00,$10.00,$250.00,
Bendigo Bank,Bendigo Basic Home Loan (OO P&I) ,http://www.infochoice.com.au/home-loans/bendigo-bank/bendigo-basic-home-loan-42803/,VARIABLE,4.38,4.56,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$5000.00,$1000000.00,80%,95%,TRUE,FALSE,$0,TRUE,FALSE,0%,TRUE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$150.00,$375.00,$229.00,$100.00,$10.00,$250.00,
Big Sky Building Society,Premium CHOICE home loan ($100000 to $249999),http://www.infochoice.com.au/home-loans/big-sky-building-society/premium-choice-home-loan-30018/,VARIABLE,4.90,5.26,0,0,0,Variable,ResidentialProperty,Owner Occupiers Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,0,30,$100000.00,$249999.00,80%,95%,TRUE,TRUE,$150.00,TRUE,FALSE,0%,TRUE,$500.00,$0,$0,Same business day,,TRUE,n/a,FALSE,12,TRUE,$0,$600.00,$0,$0,$0,$399.00,$0,
Big Sky Building Society,Fixed Rate Loans,http://www.infochoice.com.au/home-loans/big-sky-building-society/fixed-rate-loans-1872/,FIXED,4.40,5.52,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest,Weekly Fortnightly Monthly,Special Rate Lock Option during approval process (Fee applies),0,30,$20000.00,$3000000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$240.00,$0,$0,$0,
Big Sky Building Society,Fixed Rate Loans,http://www.infochoice.com.au/home-loans/big-sky-building-society/fixed-rate-loans-1872/,FIXED,4.45,5.42,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest,Weekly Fortnightly Monthly,Special Rate Lock Option during approval process (Fee applies),0,30,$20000.00,$3000000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$240.00,$0,$0,$0,
Big Sky Building Society,Fixed Rate Loans,http://www.infochoice.com.au/home-loans/big-sky-building-society/fixed-rate-loans-1872/,FIXED,4.60,5.36,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers Investors,Principal & Interest,Weekly Fortnightly Monthly,Special Rate Lock Option during approval process (Fee applies),0,30,$20000.00,$3000000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$240.00,$0,$0,$0,
