firstdayeachmonth,is monetised,Annualised Monthly Ongoing Fee,Average Annual Fee,Rates Owner-occupied,Company Name + Variation Name,Loan 350k 5% Deposit,Loan 350k 10% Deposit,Loan 350k 30% Deposit ,Loan 350k 20% Deposit,LVR 05% Deposit,LVR 10% Deposit,LVR 30% Deposit,Loan Deposit Parameters,Rates Investor,Rate at 300k,LVR 20% Deposit,Rate at 500k,Rate at 350k,Rate at 750k,allowssplitloan,annualfees,applicationfee,applicationfees,collectiondate,companyname,comparisonrate,dischargefee,extrarepaymentsallowed,extrarepaymentsvalue,familyname,fixmonth,gotositeenabled,gotositeurl,hasfortnightlyrepayments,hasinterestonly,hasintroductoryrate,hasinvestmentpurpose,hasmonthlyrepayments,hasoffsetaccount,hasowneroccupiedpurpose,hasprincipalandinterest,hasredrawfacility,hasrepayholiday,hasweeklyrepayments,homeloantype,introductoryrate,introductoryterm,legalfee,maxloanterm,maxlvr,maxtotalloanamount,minloanterm,minlvr,minredrawamount,mintotalloanamount,monthlyfees,rate,revertrate,settlementfee,upfrontfee,valuationfee,variationname,variationuuid
False,0,,,,The Mutual - Mutual Investment Loan,,4.73,4.73,4.73,,4.73,4.73,4.73,4.73,4.73,4.73,4.73,4.73,4.73,False,0,300,300,2/04/2018,The Mutual,4.75,200,True,0,Mutual Home Loan,,False,,True,True,False,True,True,True,False,True,True,False,True,VARIABLE,0,0,0,30,90,750000,1,,,50000,0,4.73,4.73,150,450,0,Mutual Investment Loan,24f5f624-9f9f-427e-96f0-6bdd7578f30b
False,0,,,5.08,The Mutual - Standard Variable Rate Home Loan,5.08,5.08,5.08,5.08,5.08,5.08,5.08,5.08,,5.08,5.08,5.08,5.08,5.08,False,0,300,300,2/04/2018,The Mutual,5.08,200,True,0,Standard Variable Loan,,False,,True,False,False,False,True,False,True,True,True,False,True,VARIABLE,0,0,0,30,95,,1,,,20000,0,5.08,5.08,150,450,0,Standard Variable Rate Home Loan,c4142ffe-3850-4ad6-9ac2-333dd05ac2f6
False,0,,,4.09,The Mutual - Premium Home Loan Fixed 3 Years,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,,4.09,4.09,4.09,4.09,4.09,True,0,300,300,2/04/2018,The Mutual,4.66,200,True,20000,Premium Loan,36,False,,True,True,False,False,True,False,True,True,True,False,True,FIXED,0,0,0,30,95,,1,,,50000,0,4.09,4.83,150,450,0,Premium Home Loan Fixed 3 Years,1a5ec985-edf3-4209-90b0-31dfcfaf1dcf
False,0,,,4.83,The Mutual - Premium Home Loan,4.83,4.83,4.83,4.83,4.83,4.83,4.83,4.83,,4.83,4.83,4.83,4.83,4.83,True,0,500,500,2/04/2018,The Mutual,4.87,200,True,0,Premium Loan,,False,,True,True,False,False,True,True,True,True,True,False,True,VARIABLE,0,0,0,30,95,,1,,,20000,0,4.83,4.83,150,650,0,Premium Home Loan,8bbc9aa1-12e1-4fef-b755-2260bbf957d7
False,0,,,3.99,The Mutual - Package Home Loan Fixed 1 Year,,3.99,3.99,3.99,,3.99,3.99,3.99,,3.99,3.99,3.99,3.99,3.99,True,395,0,0,2/04/2018,The Mutual,4.56,200,True,20000,Package Loan,12,False,,True,True,False,False,True,False,True,True,True,False,True,FIXED,0,0,0,30,90,,1,,,150000,0,3.99,4.18,150,150,0,Package Home Loan Fixed 1 Year,2b2c20eb-9a6b-4272-b078-d660a33367ec
False,0,,,3.99,The Mutual - Package Home Loan Fixed 3 Years,,3.99,3.99,3.99,,3.99,3.99,3.99,,3.99,3.99,3.99,3.99,3.99,True,395,0,0,2/04/2018,The Mutual,4.52,200,True,20000,Package Loan,36,False,,True,True,False,False,True,False,True,True,True,False,True,FIXED,0,0,0,30,90,,1,,,150000,0,3.99,4.18,150,150,0,Package Home Loan Fixed 3 Years,cce55450-98fa-41b9-b321-6629735f2646
False,0,120,60,4.99,The Mutual - Express Credit Facility,,4.99,4.99,4.99,,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,False,0,300,300,2/04/2018,The Mutual,5.14,200,False,0,Express Credit Facility,,False,,True,False,False,True,True,False,True,True,False,False,True,VARIABLE,0,0,0,30,90,,1,,,10000,10,4.99,4.99,150,450,0,Express Credit Facility,e959f612-e1b7-451d-bd0e-89e6fb18c57e
False,0,60,30,,The Rock Building Society - Standard Variable Investment Loan (Principal and Interest),,,,,,,,,5.73,5.73,,5.73,5.73,5.73,True,0,600,600,2/04/2018,The Rock Building Society,5.86,380,True,0,Standard Variable Loan,,False,,True,False,False,True,True,True,False,True,True,False,True,VARIABLE,0,0,0,30,50,3000000,1,,500,50000,5,5.73,5.73,350,950,0,Standard Variable Investment Loan (Principal and Interest),df2003e8-9898-429f-8cda-18e98ff3570c
False,0,144,72,,The Rock Building Society - Line of Credit Investment Loan,,,,,,,,,6.13,6.13,,6.13,6.13,6.13,False,0,600,600,2/04/2018,The Rock Building Society,6.33,380,False,0,Line of Credit Loan,,False,,True,True,False,True,True,False,False,True,False,False,True,VARIABLE,0,0,0,30,50,3000000,1,,,50000,12,6.13,6.13,350,950,0,Line of Credit Investment Loan,06027fa8-5f0e-47ed-b5e4-ffc8a0336573
False,0,60,30,,The Rock Building Society - Fixed Rate Investment Loan 2 Years (Principal and Interest) (LVR < 80%),,,4.49,4.49,,,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,True,0,600,600,2/04/2018,The Rock Building Society,5.61,380,True,10000,Fixed Rate Loan,24,False,,True,False,False,True,True,False,False,True,True,False,True,FIXED,0,0,0,30,80,3000000,1,,500,50000,5,4.49,5.73,350,950,0,Fixed Rate Investment Loan 2 Years (Principal and Interest) (LVR < 80%),84a1ad22-1826-4226-b59e-8ed326797464
False,0,60,30,,The Rock Building Society - Fixed Rate Investment Loan 5 Years (Principal and Interest) (LVR < 80%),,,4.69,4.69,,,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,True,0,600,600,2/04/2018,The Rock Building Society,5.41,380,True,10000,Fixed Rate Loan,60,False,,True,False,False,True,True,False,False,True,True,False,True,FIXED,0,0,0,30,80,3000000,1,,500,50000,5,4.69,5.73,350,950,0,Fixed Rate Investment Loan 5 Years (Principal and Interest) (LVR < 80%),03767a5d-ad2b-4075-a906-93d9193a65ed
False,0,60,30,3.84,The Rock Building Society - Fixed Rate Home Loan 3 Years (Principal and Interest) (LVR < 90%),,3.84,3.84,3.84,,3.84,3.84,3.84,,3.84,3.84,3.84,3.84,3.84,True,0,600,600,2/04/2018,The Rock Building Society,5.34,380,True,10000,Fixed Rate Loan,36,False,,True,False,False,False,True,False,True,True,True,False,True,FIXED,0,0,0,30,90,3000000,1,,500,50000,5,3.84,5.73,350,950,0,Fixed Rate Home Loan 3 Years (Principal and Interest) (LVR < 90%),c40517e7-a426-4b08-b431-130a3bd2ee98
False,0,60,30,3.89,The Rock Building Society - Fixed Rate Home Loan 1 Year (Principal and Interest) (LVR < 80%),,,3.89,3.89,,,3.89,3.89,,3.89,3.89,3.89,3.89,3.89,True,0,600,600,2/04/2018,The Rock Building Society,5.67,380,True,10000,Fixed Rate Loan,12,False,,True,False,False,False,True,False,True,True,True,False,True,FIXED,0,0,0,30,80,3000000,1,,500,50000,5,3.89,5.73,350,950,0,Fixed Rate Home Loan 1 Year (Principal and Interest) (LVR < 80%),d4af7190-f8aa-4d3c-a251-0a1d94b5caa5
False,0,60,30,4.59,The Rock Building Society - Fixed Rate Home Loan 5 Years (Principal and Interest) (LVR < 80%),,,4.59,4.59,,,4.59,4.59,,4.59,4.59,4.59,4.59,4.59,True,0,600,600,2/04/2018,The Rock Building Society,5.37,380,True,10000,Fixed Rate Loan,60,False,,True,False,False,False,True,False,True,True,True,False,True,FIXED,0,0,0,30,80,3000000,1,,500,50000,5,4.59,5.73,350,950,0,Fixed Rate Home Loan 5 Years (Principal and Interest) (LVR < 80%),7a0b9c85-6da1-4678-9cb4-f61f1667c43c
False,0,60,30,4.59,The Rock Building Society - Fixed Rate Home Loan 3 Years (Principal and Interest) (LVR 90%-95%),4.59,4.59,,,4.59,4.59,,,,4.59,,4.59,4.59,4.59,True,0,600,600,2/04/2018,The Rock Building Society,5.54,380,True,10000,Fixed Rate Loan,36,False,,True,False,False,False,True,False,True,True,True,False,True,FIXED,0,0,0,30,95,3000000,1,90,500,50000,5,4.59,5.73,350,950,0,Fixed Rate Home Loan 3 Years (Principal and Interest) (LVR 90%-95%),c77db0af-45ef-4dbe-a51e-f347bdf5bfad
False,0,,,,The Rock Building Society - Essentials Investment Loan (Principal and Interest) (LVR < 80%),,,4.49,4.49,,,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,True,0,0,0,2/04/2018,The Rock Building Society,4.54,380,True,0,Essentials Loan,,False,,True,False,False,True,True,True,False,True,True,False,True,VARIABLE,0,0,0,30,80,3000000,1,,500,100000,0,4.49,4.49,350,350,0,Essentials Investment Loan (Principal and Interest) (LVR < 80%),5be4195c-683e-4ad1-8563-a945440947a4
False,0,,,4.86,The Rock Building Society - Essentials Home Loan (Principal and Interest) (LVR 90%-95%),4.86,4.86,,,4.86,4.86,,,,4.86,,4.86,4.86,4.86,True,0,0,0,2/04/2018,The Rock Building Society,4.93,380,True,0,Essentials Loan,,False,,True,False,False,False,True,True,True,True,True,False,True,VARIABLE,0,0,0,30,95,3000000,1,90,500,100000,0,4.86,4.86,350,350,0,Essentials Home Loan (Principal and Interest) (LVR 90%-95%),955a0b3b-7056-4e93-bc49-fbae4f781baf
False,0,,,5.16,Transport Mutual Credit Union - Standard Variable Home Loan,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,False,0,350,350,2/04/2018,Transport Mutual Credit Union,5.22,0,True,0,Standard Variable Loan,,False,,True,False,False,True,True,True,True,True,True,False,True,VARIABLE,0,0,360,30,95,,1,,,30000,0,5.16,5.16,0,1010,300,Standard Variable Home Loan,108da9d8-c889-4082-852a-1b609f5b2c49
False,0,,,5.16,Transport Mutual Credit Union - Interest Only Variable Home Loan,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,False,0,350,350,2/04/2018,Transport Mutual Credit Union,5.22,0,True,0,Interest Only Loan,,False,,True,True,False,True,True,False,True,False,True,False,True,VARIABLE,0,0,360,30,95,,1,,,100000,0,5.16,5.16,0,1010,300,Interest Only Variable Home Loan,340369aa-711c-4207-bab2-71c86a75f97e
False,0,,,3.99,Transport Mutual Credit Union - Discounted Variable (Switch and Save) Home Loan,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,False,0,350,350,2/04/2018,Transport Mutual Credit Union,4.05,0,True,0,Standard Variable Loan,,False,,True,False,False,True,True,False,True,True,True,False,True,VARIABLE,0,0,360,30,95,,1,,,,0,3.99,3.99,0,1010,300,Discounted Variable (Switch and Save) Home Loan,c4650446-71fb-4c4c-bd9c-00807477d45b
False,0,,,,UniBank - Interest Only Investment Loan,,,5.66,,,,5.66,5.66,5.66,5.66,,5.66,5.66,5.66,True,0,600,600,2/04/2018,UniBank,5.71,75,True,0,Teachers Interest Only Loan,,False,,False,True,False,True,True,True,False,False,True,True,False,VARIABLE,0,0,0,30,70,5000000,1,,,25000,0,5.66,5.66,150,750,0,Interest Only Investment Loan,fa294d2b-a291-4add-9946-8738dd6730a3
False,0,,,,UniBank - Fixed Investment Loan 1 Year,,,4.34,,,,4.34,4.34,4.34,4.34,,4.34,4.34,4.34,True,0,600,600,2/04/2018,UniBank,5.31,75,False,0,Teachers Fixed Option Loan,12,False,,True,False,False,True,True,True,False,True,False,False,True,FIXED,0,0,0,30,70,5000000,1,,,25000,0,4.34,5.36,150,750,0,Fixed Investment Loan 1 Year,d54aca95-a9d1-4627-ac47-209f6d1ae791
False,0,,,,UniBank - Fixed Investment Loan 5 Years,,,5.01,,,,5.01,5.01,5.01,5.01,,5.01,5.01,5.01,True,0,600,600,2/04/2018,UniBank,5.26,75,False,0,Teachers Fixed Option Loan,60,False,,True,False,False,True,True,True,False,True,False,False,True,FIXED,0,0,0,30,70,5000000,1,,,25000,0,5.01,5.36,150,750,0,Fixed Investment Loan 5 Years,79cace4e-ae49-4e50-a1f6-6a932d23dff7
False,0,,,,UniBank - Fixed Investment Loan 3 Years,,,4.6,,,,4.6,4.6,4.60,4.6,,4.6,4.6,4.6,True,0,600,600,2/04/2018,UniBank,5.2,75,False,0,Teachers Fixed Option Loan,36,False,,True,False,False,True,True,True,False,True,False,False,True,FIXED,0,0,0,30,70,5000000,1,,,25000,0,4.60,5.36,150,750,0,Fixed Investment Loan 3 Years,7123c1ee-9b2c-4652-a2e4-89c9817ead04
False,0,,,5.36,UniBank - Flexi Choice Home Loan,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.36,,5.36,5.36,5.36,5.36,5.36,True,0,600,600,2/04/2018,UniBank,5.41,75,True,0,Teachers Flexi Choice Loan,,False,,True,False,False,False,True,True,True,True,True,True,True,VARIABLE,0,0,0,30,95,5000000,1,,,25000,0,5.36,5.36,150,750,0,Flexi Choice Home Loan,d8cb9dd8-1b0f-45db-afcc-7d4adda5fa82
False,0,,,3.69,UniBank - Fixed Home Loan (Principal and Interest) 2 Years,3.69,3.69,3.69,3.69,3.69,3.69,3.69,3.69,,3.69,3.69,3.69,3.69,3.69,True,0,600,600,2/04/2018,UniBank,5.1,75,False,0,Teachers Fixed Option Loan,24,False,,True,False,False,False,True,True,True,True,False,True,True,FIXED,0,0,0,30,95,5000000,1,,,25000,0,3.69,5.36,150,750,0,Fixed Home Loan (Principal and Interest) 2 Years,05182630-f6f7-44ae-9e3d-15f9e349a92a
False,0,,,3.79,UniBank - Fixed Home Loan (Principal and Interest) 3 Years,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,,3.79,3.79,3.79,3.79,3.79,True,0,600,600,2/04/2018,UniBank,4.99,75,False,0,Teachers Fixed Option Loan,36,False,,True,False,False,False,True,True,True,True,False,True,True,FIXED,0,0,0,30,95,5000000,1,,,25000,0,3.79,5.36,150,750,0,Fixed Home Loan (Principal and Interest) 3 Years,ebef0181-bdba-4ca0-ac65-21cbda0c125a
False,0,,,3.79,"UniBank - Solutions Plus Home Loan (Principal and Interest) ($150k-$250k, LVR < 60%)",,,,,,,,,,,,,,,True,200,600,600,2/04/2018,UniBank,4.05,75,True,0,Solutions Plus Loan,,False,,True,False,False,False,True,True,True,True,True,True,True,VARIABLE,0,0,0,30,60,249999,1,,,150000,0,3.79,3.79,150,750,0,"Solutions Plus Home Loan (Principal and Interest) ($150k-$250k, LVR < 60%)",5dea4565-0d48-448f-af33-9481772410fe
False,0,,,3.89,"UniBank - Solutions Plus Home Loan (Principal and Interest) ($750k+, LVR < 60%)",,,,,,,,,,,,,,3.89,True,200,600,600,2/04/2018,UniBank,4.15,75,True,0,Solutions Plus Loan,,False,,True,False,False,False,True,True,True,True,True,True,True,VARIABLE,0,0,0,30,60,5000000,1,,,750000,0,3.89,3.89,150,750,0,"Solutions Plus Home Loan (Principal and Interest) ($750k+, LVR < 60%)",cb97d6e7-9a1a-4da4-b2c1-cf957f748232
False,0,,,4.77,"UniBank - Solutions Plus Home Loan (Principal and Interest) ($500k-$750k, LVR 90%-95%)",,,,,4.77,4.77,,,,,,4.77,,,True,200,600,600,2/04/2018,UniBank,5.02,75,True,0,Solutions Plus Loan,,False,,True,False,False,False,True,True,True,True,True,True,True,VARIABLE,0,0,0,30,95,749999,1,90,,500000,0,4.77,4.77,150,750,0,"Solutions Plus Home Loan (Principal and Interest) ($500k-$750k, LVR 90%-95%)",a4504672-5008-4388-a4cb-56be7fb7f992
False,0,,,3.89,"UniBank - Solutions Plus Home Loan (Principal and Interest) ($500k-$750k, LVR 60%-80%)",,,,,,,3.89,,,,3.89,3.89,,,True,200,600,600,2/04/2018,UniBank,4.15,75,True,0,Solutions Plus Loan,,False,,True,False,False,False,True,True,True,True,True,True,True,VARIABLE,0,0,0,30,80,749999,1,60,,500000,0,3.89,3.89,150,750,0,"Solutions Plus Home Loan (Principal and Interest) ($500k-$750k, LVR 60%-80%)",acd53350-ff62-4331-a2b2-e8564c4e06e7
False,0,,,4.80,"UniBank - Solutions Plus Home Loan (Principal and Interest) ($250k-$500k, LVR 90%-95%)",4.8,4.8,,,4.8,4.8,,,,4.8,,,4.8,,True,200,600,600,2/04/2018,UniBank,5.05,75,True,0,Solutions Plus Loan,,False,,True,False,False,False,True,True,True,True,True,True,True,VARIABLE,0,0,0,30,95,499999,1,90,,250000,0,4.80,4.8,150,750,0,"Solutions Plus Home Loan (Principal and Interest) ($250k-$500k, LVR 90%-95%)",a5999a69-4743-484c-8c09-cdf9637893fb
False,0,,,4.39,"UniBank - Solutions Plus Home Loan (Principal and Interest) ($250k-$500k, LVR 80%-90%)",,4.39,,4.39,,4.39,,,,4.39,4.39,,4.39,,True,200,600,600,2/04/2018,UniBank,4.64,75,True,0,Solutions Plus Loan,,False,,True,False,False,False,True,True,True,True,True,True,True,VARIABLE,0,0,0,30,90,499999,1,80,,250000,0,4.39,4.39,150,750,0,"Solutions Plus Home Loan (Principal and Interest) ($250k-$500k, LVR 80%-90%)",fe824748-09eb-4408-9163-d1d2a26474df
False,0,,,4.24,"UniBank - Solutions Plus Home Loan (Principal and Interest) ($150k-$250k, LVR 60%-80%)",,,,,,,4.24,,,,4.24,,,,True,200,600,600,2/04/2018,UniBank,4.49,75,True,0,Solutions Plus Loan,,False,,True,False,False,False,True,True,True,True,True,True,True,VARIABLE,0,0,0,30,80,249999,1,60,,150000,0,4.24,4.24,150,750,0,"Solutions Plus Home Loan (Principal and Interest) ($150k-$250k, LVR 60%-80%)",40f39d31-4e1e-494a-bd92-33c5621cec22
False,0,,,5.10,"UniBank - Solutions Plus Home Loan (Principal and Interest) ($150k-$250k, LVR 90%-95%)",,,,,5.1,5.1,,,,,,,,,True,200,600,600,2/04/2018,UniBank,5.35,75,True,0,Solutions Plus Loan,,False,,True,False,False,False,True,True,True,True,True,True,True,VARIABLE,0,0,0,30,95,249999,1,90,,150000,0,5.10,5.1,150,750,0,"Solutions Plus Home Loan (Principal and Interest) ($150k-$250k, LVR 90%-95%)",7c4d5fef-cbd8-4053-b214-46ca182e70dd
False,0,,,4.91,UniBank - My First Home Loan,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,,4.91,4.91,4.91,4.91,4.91,True,0,0,0,2/04/2018,UniBank,4.91,75,True,0,My First Home Loan,,False,,True,True,False,False,True,True,True,True,True,True,True,VARIABLE,0,0,0,40,98,1000000,1,,,25000,0,4.91,4.91,0,0,0,My First Home Loan,11202eba-fd64-4826-8031-7133b7c17440
False,0,,,3.89,Bank First - Premier Package Home Loan (Refinance) (LVR < 80%),,,3.89,3.89,,,3.89,3.89,,3.89,3.89,3.89,3.89,3.89,True,350,0,0,2/04/2018,Bank First,4.1,350,True,0,Premier Package Loan,,False,,True,False,False,False,True,True,True,True,True,True,True,VARIABLE,0,0,0,30,80,,1,,500,,0,3.89,3.89,0,0,0,Premier Package Home Loan (Refinance) (LVR < 80%),dd04fc0c-1bd3-4dbc-874c-cf9a906e1243
False,0,,,,Bank First - Standard Variable Investment Loan (LVR 80%-95%),5.39,5.39,,5.39,5.39,5.39,,,5.39,5.39,5.39,5.39,5.39,5.39,True,0,600,600,2/04/2018,Bank First,5.44,350,True,0,Standard Variable Loan,,False,,True,True,False,True,True,True,False,True,True,True,True,VARIABLE,0,0,0,30,95,,1,80,500,,0,5.39,5.39,0,600,0,Standard Variable Investment Loan (LVR 80%-95%),9bceabbd-18a8-4bdb-8a41-a2c4cd522211
False,0,,,4.69,Bank First - Standard Variable Home Loan (LVR < 80%),,,4.69,4.69,,,4.69,4.69,,4.69,4.69,4.69,4.69,4.69,True,0,600,600,2/04/2018,Bank First,4.74,350,True,0,Standard Variable Loan,,False,,True,True,False,False,True,True,True,True,True,True,True,VARIABLE,0,0,0,30,80,,1,,500,,0,4.69,4.69,0,600,0,Standard Variable Home Loan (LVR < 80%),85ca99c4-11fd-4510-85f9-45a78e3ec5c1
False,0,,,,Bank First - Fixed Standard Investment Loan 2 Years (LVR 80%-95%),4.34,4.34,,4.34,4.34,4.34,,,4.34,4.34,4.34,4.34,4.34,4.34,True,0,600,600,2/04/2018,Bank First,5.24,350,True,30000,Fixed Standard Loan,24,False,,True,False,False,True,True,False,False,True,True,True,True,FIXED,0,0,0,30,95,,1,80,500,50000,0,4.34,5.39,0,600,0,Fixed Standard Investment Loan 2 Years (LVR 80%-95%),d95aade0-6f50-48e1-8ec1-c9ca0a02480f
False,0,,,,Bank First - Fixed Standard Investment Loan 5 Years (LVR 80%-95%),4.94,4.94,,4.94,4.94,4.94,,,4.94,4.94,4.94,4.94,4.94,4.94,True,0,600,600,2/04/2018,Bank First,5.25,350,True,30000,Fixed Standard Loan,60,False,,True,False,False,True,True,False,False,True,True,True,True,FIXED,0,0,0,30,95,,1,80,500,50000,0,4.94,5.39,0,600,0,Fixed Standard Investment Loan 5 Years (LVR 80%-95%),23a9aa5b-4c66-4c75-af9a-dc322df4f808
False,0,,,,Bank First - Fixed Standard Investment Loan 3 Years (LVR < 80%),,,4.39,4.39,,,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,True,0,600,600,2/04/2018,Bank First,5.02,350,True,30000,Fixed Standard Loan,36,False,,True,False,False,True,True,False,False,True,True,True,True,FIXED,0,0,0,30,80,,1,,500,50000,0,4.39,5.19,0,600,0,Fixed Standard Investment Loan 3 Years (LVR < 80%),6043d526-09f2-4b45-8890-ab813cb1e5c0
False,0,,,,Bank First - Fixed Standard Investment Loan 4 Years (LVR < 80%),,,4.94,4.94,,,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,True,0,600,600,2/04/2018,Bank First,5.15,350,True,30000,Fixed Standard Loan,48,False,,True,False,False,True,True,False,False,True,True,True,True,FIXED,0,0,0,30,80,,1,,500,50000,0,4.94,5.19,0,600,0,Fixed Standard Investment Loan 4 Years (LVR < 80%),dfb439e8-6fff-4361-90b5-b9922ac52853
False,0,,,,Bank First - Fixed Standard Investment Loan 1 Year (LVR < 80%),,,4.34,4.34,,,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,True,0,600,600,2/04/2018,Bank First,5.15,350,True,30000,Fixed Standard Loan,12,False,,True,False,False,True,True,False,False,True,True,True,True,FIXED,0,0,0,30,80,,1,,500,50000,0,4.34,5.19,0,600,0,Fixed Standard Investment Loan 1 Year (LVR < 80%),f65f015b-3834-4012-8c24-ee2fc6b291c8
False,0,,,3.99,Bank First - Fixed Standard Home Loan 2 Years (LVR < 80%),,,3.99,3.99,,,3.99,3.99,,3.99,3.99,3.99,3.99,3.99,True,0,600,600,2/04/2018,Bank First,4.61,350,True,30000,Fixed Standard Loan,24,False,,True,False,False,False,True,False,True,True,True,True,True,FIXED,0,0,0,30,80,,1,,500,50000,0,3.99,4.69,0,600,0,Fixed Standard Home Loan 2 Years (LVR < 80%),60abf7a3-997c-481a-9b64-0266b109f42f
False,0,,,4.09,Bank First - Fixed Standard Home Loan 3 Years (LVR < 80%),,,4.09,4.09,,,4.09,4.09,,4.09,4.09,4.09,4.09,4.09,True,0,600,600,2/04/2018,Bank First,4.58,350,True,30000,Fixed Standard Loan,36,False,,True,False,False,False,True,False,True,True,True,True,True,FIXED,0,0,0,30,80,,1,,500,50000,0,4.09,4.69,0,600,0,Fixed Standard Home Loan 3 Years (LVR < 80%),fc769f74-6b99-421c-8808-f421639ecf14
False,0,,,4.64,Bank First - Fixed Standard Home Loan 5 Years (LVR 80%-95%),4.64,4.64,,4.64,4.64,4.64,,,,4.64,4.64,4.64,4.64,4.64,True,0,600,600,2/04/2018,Bank First,4.83,350,True,30000,Fixed Standard Loan,60,False,,True,False,False,False,True,False,True,True,True,True,True,FIXED,0,0,0,30,95,,1,80,500,50000,0,4.64,4.89,0,600,0,Fixed Standard Home Loan 5 Years (LVR 80%-95%),6a8e7926-8f54-45c6-9737-fb956984d5de
False,0,,,4.64,Bank First - Fixed Standard Home Loan 4 Years (LVR < 80%),,,4.64,4.64,,,4.64,4.64,,4.64,4.64,4.64,4.64,4.64,True,0,600,600,2/04/2018,Bank First,4.72,350,True,30000,Fixed Standard Loan,48,False,,True,False,False,False,True,False,True,True,True,True,True,FIXED,0,0,0,30,80,,1,,500,50000,0,4.64,4.69,0,600,0,Fixed Standard Home Loan 4 Years (LVR < 80%),31afb7eb-135a-47a9-a518-d6ec8b0ef014
False,0,,,4.09,Bank First - Fixed Standard Home Loan 3 Years (LVR 80%-95%),4.09,4.09,,4.09,4.09,4.09,,,,4.09,4.09,4.09,4.09,4.09,True,0,600,600,2/04/2018,Bank First,4.72,350,True,30000,Fixed Standard Loan,36,False,,True,False,False,False,True,False,True,True,True,True,True,FIXED,0,0,0,30,95,,1,80,500,50000,0,4.09,4.89,0,600,0,Fixed Standard Home Loan 3 Years (LVR 80%-95%),578a1b75-01d1-4828-a14f-597d6bd5fbdc
False,0,,,,Bank First - Fixed Complete Investment Loan 2 Years (LVR < 80%),,,4.34,4.34,,,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,True,0,600,600,2/04/2018,Bank First,4.51,350,True,30000,Fixed Complete Loan,24,False,,True,False,False,True,True,False,False,True,True,True,True,FIXED,0,0,0,30,80,,1,,500,50000,0,4.34,4.49,0,600,0,Fixed Complete Investment Loan 2 Years (LVR < 80%),1dae7b80-6970-4ad9-adb2-2c2e5e023783
False,0,,,,Bank First - Fixed Complete Investment Loan 2 Years (LVR 80%-95%),4.34,4.34,,4.34,4.34,4.34,,,4.34,4.34,4.34,4.34,4.34,4.34,True,0,600,600,2/04/2018,Bank First,4.67,350,True,30000,Fixed Complete Loan,24,False,,True,False,False,True,True,False,False,True,True,True,True,FIXED,0,0,0,30,95,,1,80,500,50000,0,4.34,4.69,0,600,0,Fixed Complete Investment Loan 2 Years (LVR 80%-95%),947e738f-1b73-4553-9529-355b3ab74e33
False,0,,,,Bank First - Fixed Complete Investment Loan 1 Year (LVR 80%-95%),4.34,4.34,,4.34,4.34,4.34,,,4.34,4.34,4.34,4.34,4.34,4.34,True,0,600,600,2/04/2018,Bank First,4.7,350,True,30000,Fixed Complete Loan,12,False,,True,False,False,True,True,False,False,True,True,True,True,FIXED,0,0,0,30,95,,1,80,500,50000,0,4.34,4.69,0,600,0,Fixed Complete Investment Loan 1 Year (LVR 80%-95%),58ee25dc-8f22-42bc-b92c-3eabf58ce16b
False,0,,,,Bank First - Fixed Complete Investment Loan 4 Years (LVR < 80%),,,4.94,4.94,,,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,True,0,600,600,2/04/2018,Bank First,4.69,350,True,30000,Fixed Complete Loan,48,False,,True,False,False,True,True,False,False,True,True,True,True,FIXED,0,0,0,30,80,,1,,500,50000,0,4.94,4.49,0,600,0,Fixed Complete Investment Loan 4 Years (LVR < 80%),4ecbe445-5308-4951-b1e6-98581b754b81
False,0,,,,Bank First - Fixed Complete Investment Loan 5 Years (LVR < 80%),,,4.94,4.94,,,4.94,4.94,4.94,4.94,4.94,4.94,4.94,4.94,True,0,600,600,2/04/2018,Bank First,4.72,350,True,30000,Fixed Complete Loan,60,False,,True,False,False,True,True,False,False,True,True,True,True,FIXED,0,0,0,30,80,,1,,500,50000,0,4.94,4.49,0,600,0,Fixed Complete Investment Loan 5 Years (LVR < 80%),729c9870-e72d-4508-ae2f-d8ba5c438e85
